label,hand,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,Right,0.31082,0.294536,0.0,0.346037,0.356975,-0.009633,0.38845,0.389287,-0.009494,0.426618,0.386719,-0.009819,0.450298,0.359862,-0.01084,0.428272,0.332436,0.005167,0.472161,0.318509,-0.002173,0.497706,0.30716,-0.012185,0.520595,0.296883,-0.020223,0.427249,0.291658,0.002466,0.474971,0.278325,-0.003223,0.505434,0.269187,-0.01412,0.53067,0.259802,-0.023231,0.417592,0.255378,-0.002606,0.460917,0.240035,-0.009855,0.487209,0.234485,-0.018767,0.50923,0.229657,-0.025521,0.400777,0.21753,-0.009071,0.434573,0.205318,-0.016262,0.45587,0.20206,-0.020423,0.475721,0.199861,-0.023686
hello,Right,0.304301,0.296763,0.0,0.339658,0.357836,-0.007628,0.383408,0.389694,-0.00644,0.419857,0.3895,-0.006047,0.442368,0.367265,-0.006297,0.423003,0.333174,0.006208,0.466962,0.319032,-0.000519,0.491874,0.307735,-0.009868,0.513947,0.297126,-0.017537,0.421422,0.291761,0.002425,0.470371,0.275743,-0.003256,0.500295,0.266046,-0.013614,0.524664,0.256115,-0.022214,0.411121,0.255375,-0.00358,0.457179,0.238506,-0.011133,0.483835,0.231843,-0.019707,0.506215,0.226066,-0.0261,0.393775,0.218822,-0.010738,0.428864,0.204094,-0.018477,0.450554,0.198721,-0.02271,0.471169,0.195352,-0.025871
hello,Right,0.305569,0.319252,0.0,0.346566,0.365018,-0.009505,0.391241,0.377235,-0.011423,0.422858,0.358044,-0.014213,0.442395,0.329386,-0.017735,0.426518,0.308757,0.000702,0.47033,0.280135,-0.011947,0.493861,0.262263,-0.024033,0.511003,0.248875,-0.031612,0.419999,0.271893,-0.002673,0.465333,0.244201,-0.013451,0.491558,0.232305,-0.024272,0.506553,0.226007,-0.031446,0.407011,0.238829,-0.008715,0.449812,0.210943,-0.019744,0.473734,0.206008,-0.027252,0.486542,0.208673,-0.031385,0.387325,0.20307,-0.016116,0.420868,0.178688,-0.025752,0.441113,0.174475,-0.029626,0.454184,0.175885,-0.031404
hello,Right,0.302385,0.337537,0.0,0.359367,0.354623,-0.003452,0.403216,0.330502,-0.005425,0.426703,0.290898,-0.010747,0.439698,0.254005,-0.017378,0.422487,0.250586,0.007862,0.457693,0.194292,-0.005496,0.480445,0.167688,-0.018894,0.501531,0.147315,-0.028446,0.411899,0.229948,-0.001839,0.451498,0.167974,-0.014763,0.480012,0.133209,-0.02804,0.50184,0.10566,-0.037439,0.395172,0.21475,-0.014305,0.436655,0.159968,-0.029123,0.462032,0.134823,-0.039048,0.480357,0.117762,-0.044424,0.37233,0.204974,-0.027652,0.40638,0.167321,-0.039814,0.428126,0.146537,-0.044502,0.444017,0.128655,-0.04713
hello,Right,0.270368,0.352247,0.0,0.297319,0.302063,1.6e-05,0.337458,0.267556,-0.005827,0.371938,0.261139,-0.013818,0.396359,0.258475,-0.021444,0.346812,0.230095,-0.013458,0.397844,0.2226,-0.028161,0.429649,0.217692,-0.037126,0.452686,0.211003,-0.042614,0.345027,0.243234,-0.023362,0.399499,0.230369,-0.038902,0.433538,0.228964,-0.047704,0.457691,0.223509,-0.053316,0.341118,0.272641,-0.033038,0.394183,0.260886,-0.047065,0.408418,0.276313,-0.049371,0.412002,0.283914,-0.049093,0.337645,0.314981,-0.042779,0.378022,0.305501,-0.052359,0.381044,0.314365,-0.050739,0.373526,0.320246,-0.048039
hello,Right,0.275003,0.351894,0.0,0.305164,0.311315,-0.002556,0.344075,0.28071,-0.011165,0.377138,0.276067,-0.020052,0.403605,0.279971,-0.02978,0.345643,0.234466,-0.027865,0.388382,0.226077,-0.048277,0.422401,0.234268,-0.06176,0.450065,0.245015,-0.070441,0.338075,0.2623,-0.037576,0.390555,0.265066,-0.057663,0.429442,0.274839,-0.070069,0.46103,0.284144,-0.077751,0.327798,0.3066,-0.046216,0.380295,0.317567,-0.064405,0.416215,0.321678,-0.073745,0.446005,0.320798,-0.078947,0.316027,0.359296,-0.054147,0.351546,0.37403,-0.070233,0.375934,0.372681,-0.075849,0.398458,0.367847,-0.078233
hello,Right,0.275021,0.355661,0.0,0.306096,0.318212,-0.003242,0.349612,0.287508,-0.01287,0.387675,0.282905,-0.022022,0.416804,0.286818,-0.032228,0.350971,0.239309,-0.03775,0.402585,0.239652,-0.058245,0.436511,0.2492,-0.068917,0.463908,0.257641,-0.075469,0.340057,0.267226,-0.047186,0.399364,0.276392,-0.068753,0.437271,0.285823,-0.078374,0.466401,0.291355,-0.083877,0.326415,0.311726,-0.055129,0.382095,0.32638,-0.074712,0.418178,0.329461,-0.083043,0.447973,0.325068,-0.087305,0.312086,0.36361,-0.062117,0.352493,0.379082,-0.078911,0.378446,0.378934,-0.084603,0.400557,0.373355,-0.087084
hello,Right,0.270858,0.354953,0.0,0.300007,0.314869,-0.003981,0.339566,0.282979,-0.014696,0.373731,0.276341,-0.02577,0.400266,0.280356,-0.037582,0.339242,0.241297,-0.034672,0.383766,0.225561,-0.058005,0.418147,0.223645,-0.072027,0.446731,0.225322,-0.081203,0.331145,0.264194,-0.044402,0.379987,0.260971,-0.069989,0.419876,0.273432,-0.082963,0.453016,0.286337,-0.090592,0.322304,0.305055,-0.053305,0.369556,0.30781,-0.075789,0.405465,0.317227,-0.084693,0.435319,0.322353,-0.08876,0.314511,0.355752,-0.061769,0.352221,0.363898,-0.080097,0.378173,0.362332,-0.087111,0.401975,0.358027,-0.090523
hello,Right,0.277738,0.345968,0.0,0.306159,0.299505,-0.000916,0.342115,0.268774,-0.010043,0.373994,0.265582,-0.019866,0.40027,0.272624,-0.03068,0.341471,0.219984,-0.02795,0.383274,0.207687,-0.047386,0.416371,0.20909,-0.059376,0.443641,0.212229,-0.067131,0.334107,0.242909,-0.038868,0.386399,0.239351,-0.058708,0.425444,0.240976,-0.070267,0.4568,0.242096,-0.077439,0.326079,0.284631,-0.048634,0.379049,0.288,-0.067188,0.417499,0.2874,-0.076854,0.449013,0.282501,-0.082341,0.317797,0.336876,-0.057483,0.355168,0.345322,-0.073959,0.381802,0.342353,-0.080319,0.406065,0.336626,-0.08344
hello,Right,0.274698,0.353667,0.0,0.306999,0.317053,-0.001281,0.345947,0.287166,-0.011874,0.379421,0.279315,-0.023168,0.407323,0.277739,-0.036037,0.338602,0.224051,-0.034915,0.381829,0.207138,-0.058978,0.417911,0.208355,-0.073377,0.44627,0.214108,-0.082274,0.329541,0.244968,-0.047179,0.383278,0.233361,-0.072109,0.425505,0.235521,-0.085669,0.459299,0.238041,-0.093946,0.320783,0.284908,-0.058282,0.374947,0.28024,-0.081255,0.415175,0.279718,-0.092433,0.448835,0.275357,-0.098487,0.312263,0.336795,-0.068325,0.351402,0.340848,-0.087568,0.379754,0.337289,-0.095071,0.404756,0.332541,-0.099014
hello,Right,0.278173,0.342929,0.0,0.305895,0.298992,0.00021,0.343071,0.263374,-0.010089,0.375557,0.251611,-0.021027,0.401816,0.248864,-0.033983,0.341555,0.218899,-0.035918,0.386884,0.210593,-0.057828,0.420559,0.211326,-0.070307,0.447639,0.212572,-0.078358,0.333098,0.243012,-0.048415,0.390789,0.241054,-0.072062,0.429512,0.242951,-0.084205,0.46059,0.24133,-0.091335,0.323836,0.285239,-0.059041,0.383913,0.287771,-0.080643,0.420967,0.283985,-0.090353,0.451599,0.273751,-0.095504,0.314092,0.336828,-0.068271,0.355082,0.343762,-0.087673,0.38297,0.338786,-0.094864,0.407961,0.329883,-0.098236
hello,Right,0.280827,0.34368,0.0,0.308158,0.297633,-7.7e-05,0.345943,0.261231,-0.010209,0.379358,0.247865,-0.020836,0.406871,0.24337,-0.03322,0.346946,0.213521,-0.037374,0.395784,0.20394,-0.05914,0.429643,0.203064,-0.070808,0.457179,0.201455,-0.078369,0.338318,0.24007,-0.049736,0.396948,0.236751,-0.074289,0.434629,0.237788,-0.085949,0.464884,0.234669,-0.092455,0.329026,0.283839,-0.06025,0.386139,0.288287,-0.082707,0.421891,0.283981,-0.092371,0.452043,0.272081,-0.097207,0.319332,0.336139,-0.069379,0.359064,0.344311,-0.089041,0.384892,0.338615,-0.096057,0.407257,0.328421,-0.099206
hello,Right,0.280584,0.349381,0.0,0.312203,0.303312,0.001666,0.350569,0.266478,-0.010329,0.384424,0.251683,-0.023139,0.413243,0.244795,-0.038236,0.345794,0.216513,-0.04411,0.395431,0.207362,-0.069681,0.430564,0.20596,-0.083521,0.459173,0.204645,-0.09245,0.335055,0.241942,-0.058744,0.394423,0.237312,-0.087338,0.434147,0.239549,-0.100464,0.465891,0.238162,-0.108084,0.325188,0.284948,-0.071088,0.383239,0.283245,-0.096666,0.421266,0.281696,-0.106973,0.453477,0.273809,-0.112224,0.315978,0.336921,-0.081732,0.356963,0.340517,-0.103326,0.385524,0.335377,-0.111109,0.410129,0.328514,-0.115035
hello,Right,0.280929,0.346845,0.0,0.309728,0.300528,0.001036,0.348526,0.262693,-0.009094,0.382807,0.250108,-0.019919,0.409546,0.245788,-0.0328,0.347714,0.214453,-0.038943,0.397886,0.2049,-0.060913,0.431742,0.203224,-0.072779,0.458981,0.19926,-0.080419,0.337547,0.241021,-0.052415,0.399205,0.237937,-0.077667,0.438031,0.238114,-0.089906,0.468199,0.232771,-0.09653,0.327128,0.285862,-0.063597,0.38839,0.286261,-0.086331,0.424753,0.28112,-0.095646,0.454651,0.267202,-0.100057,0.316779,0.338162,-0.073223,0.358649,0.343733,-0.092604,0.386807,0.337982,-0.098752,0.411209,0.328606,-0.101156
hello,Right,0.277989,0.34655,0.0,0.310596,0.306625,0.000844,0.351913,0.269808,-0.008653,0.387489,0.254442,-0.019079,0.414859,0.246751,-0.031426,0.346915,0.21685,-0.036907,0.395688,0.204882,-0.060082,0.431088,0.200678,-0.072914,0.459682,0.196482,-0.081119,0.337079,0.238884,-0.050011,0.395439,0.232239,-0.075046,0.435163,0.231481,-0.087057,0.467126,0.227289,-0.094009,0.326526,0.280089,-0.061342,0.385077,0.278,-0.084045,0.422319,0.274251,-0.093418,0.452768,0.264361,-0.098025,0.316246,0.332054,-0.071385,0.358176,0.334751,-0.091173,0.386423,0.329142,-0.098451,0.410259,0.320344,-0.101814
hello,Right,0.279814,0.34841,0.0,0.31372,0.314604,0.000349,0.353289,0.279314,-0.009244,0.386489,0.262843,-0.019739,0.412384,0.250676,-0.031841,0.348375,0.216068,-0.035629,0.396733,0.199812,-0.058868,0.432086,0.192348,-0.072049,0.460625,0.1861,-0.080436,0.338879,0.236487,-0.048682,0.397163,0.227785,-0.074489,0.437698,0.224719,-0.087763,0.470926,0.219247,-0.095254,0.327971,0.276739,-0.059925,0.386584,0.271421,-0.082961,0.423867,0.26541,-0.092547,0.45484,0.254648,-0.097031,0.317044,0.327904,-0.069945,0.357294,0.328503,-0.089412,0.385299,0.319953,-0.096109,0.409284,0.308491,-0.098867
hello,Right,0.284989,0.354573,0.0,0.328256,0.347128,-0.001041,0.371253,0.303286,-0.005965,0.402888,0.26216,-0.013273,0.428881,0.23307,-0.019586,0.359206,0.220345,-0.005595,0.40152,0.220942,-0.024505,0.417041,0.252257,-0.037631,0.419399,0.271777,-0.044537,0.349725,0.226675,-0.013022,0.397189,0.232777,-0.029992,0.404353,0.275343,-0.0379,0.398504,0.300604,-0.041825,0.340149,0.249378,-0.021603,0.387197,0.257823,-0.037392,0.389981,0.305529,-0.03768,0.380333,0.332603,-0.035207,0.331529,0.28041,-0.03032,0.36767,0.291542,-0.040967,0.370972,0.325243,-0.040069,0.363482,0.347134,-0.037665
hello,Right,0.277178,0.362864,0.0,0.335372,0.389459,-0.00259,0.386482,0.360286,-0.001363,0.416695,0.311092,-0.00321,0.432914,0.272614,-0.005814,0.405552,0.280479,0.011659,0.445597,0.225073,-0.000365,0.468617,0.199802,-0.013389,0.489457,0.178498,-0.023337,0.396562,0.259291,0.003278,0.439017,0.203056,-0.009904,0.46969,0.168147,-0.024085,0.497359,0.135474,-0.034425,0.379621,0.249348,-0.007813,0.419875,0.193119,-0.022719,0.444882,0.157089,-0.03458,0.466673,0.125795,-0.041886,0.355664,0.247794,-0.019676,0.384599,0.215687,-0.032156,0.404313,0.191031,-0.039031,0.422494,0.165607,-0.04389
hello,Right,0.287985,0.369835,0.0,0.33978,0.396952,-0.008876,0.38904,0.376594,-0.011203,0.42015,0.33364,-0.015074,0.445353,0.302841,-0.019654,0.417623,0.289477,-0.000681,0.460272,0.241386,-0.01477,0.484291,0.211581,-0.028359,0.506306,0.183648,-0.038436,0.406496,0.259743,-0.007313,0.453004,0.203366,-0.019787,0.481868,0.16683,-0.032909,0.505992,0.134119,-0.043117,0.387199,0.240093,-0.016666,0.430654,0.181311,-0.030324,0.456102,0.145742,-0.040706,0.47805,0.115226,-0.047773,0.360157,0.226014,-0.02734,0.393161,0.185366,-0.040937,0.415999,0.158078,-0.048363,0.437125,0.130897,-0.053389
hello,Right,0.28635,0.355484,0.0,0.335908,0.389955,-0.010832,0.386091,0.386939,-0.012338,0.421555,0.354946,-0.014956,0.445889,0.319438,-0.017838,0.418599,0.2958,0.004005,0.460071,0.262747,-0.0072,0.484218,0.240401,-0.019597,0.507107,0.219501,-0.02927,0.409711,0.258188,-0.000822,0.45698,0.213641,-0.011516,0.487629,0.186047,-0.024358,0.515134,0.162268,-0.03428,0.392806,0.230697,-0.008727,0.437146,0.183932,-0.02107,0.46507,0.158318,-0.030976,0.490835,0.135931,-0.037698,0.367459,0.208582,-0.01821,0.40251,0.173042,-0.030164,0.425859,0.15181,-0.036094,0.448491,0.130376,-0.040012
hello,Right,0.287359,0.33613,0.0,0.337726,0.376193,-0.008606,0.386413,0.380357,-0.009231,0.422833,0.353989,-0.011136,0.446346,0.319222,-0.013534,0.419432,0.297665,0.00616,0.464867,0.266144,-0.004202,0.48961,0.24413,-0.01613,0.512275,0.223829,-0.025123,0.411997,0.259039,0.001306,0.4623,0.220076,-0.007846,0.493854,0.193955,-0.020191,0.520498,0.171003,-0.02985,0.397208,0.227778,-0.006346,0.443769,0.189189,-0.016123,0.472391,0.168062,-0.02492,0.497641,0.149749,-0.031261,0.374316,0.197845,-0.015449,0.41082,0.16998,-0.024644,0.434693,0.154511,-0.028885,0.457624,0.138702,-0.031832
hello,Right,0.28998,0.315342,0.0,0.33695,0.365816,-0.007816,0.38428,0.379317,-0.007427,0.421177,0.356293,-0.008133,0.442939,0.322806,-0.009356,0.418634,0.30078,0.006228,0.463636,0.273277,-0.003085,0.488412,0.252158,-0.014182,0.510472,0.232511,-0.022635,0.413715,0.259803,0.002177,0.46263,0.226195,-0.005849,0.49299,0.202704,-0.017506,0.518384,0.180917,-0.026699,0.401075,0.226156,-0.004368,0.44597,0.190913,-0.012965,0.473193,0.170315,-0.021597,0.497032,0.151122,-0.027936,0.380324,0.194548,-0.012215,0.41597,0.168696,-0.020357,0.438894,0.154983,-0.024687,0.461104,0.140596,-0.027802
hello,Right,0.297409,0.299189,0.0,0.339256,0.352609,-0.007839,0.384471,0.373371,-0.007172,0.420597,0.358874,-0.007247,0.439523,0.326667,-0.007882,0.420316,0.301403,0.004764,0.463216,0.276766,-0.004077,0.487349,0.257744,-0.014509,0.50858,0.240106,-0.02242,0.415737,0.259349,0.001117,0.463792,0.23029,-0.006949,0.493742,0.21111,-0.018343,0.518043,0.193588,-0.026898,0.40304,0.225033,-0.004779,0.446965,0.190526,-0.014017,0.474439,0.171854,-0.02317,0.497782,0.156152,-0.029398,0.382587,0.192567,-0.011862,0.417415,0.169503,-0.02083,0.439419,0.156944,-0.025773,0.460474,0.14538,-0.029015
hello,Right,0.303934,0.28965,0.0,0.343882,0.344281,-0.007171,0.385088,0.368962,-0.007068,0.420823,0.361001,-0.007803,0.440951,0.329889,-0.009282,0.421774,0.30391,0.004899,0.465238,0.282247,-0.003698,0.489602,0.264528,-0.014299,0.510819,0.248554,-0.022196,0.41838,0.262284,0.001172,0.466513,0.235894,-0.005749,0.496226,0.218094,-0.016621,0.520215,0.202727,-0.025118,0.407179,0.226931,-0.00463,0.451356,0.198815,-0.012222,0.477959,0.184242,-0.020021,0.500215,0.172462,-0.025697,0.388618,0.192692,-0.011627,0.422629,0.173199,-0.018656,0.443659,0.164191,-0.021834,0.463142,0.15615,-0.023993
hello,Right,0.31234,0.280529,0.0,0.346205,0.337296,-0.009757,0.388448,0.369815,-0.010827,0.42629,0.36594,-0.011947,0.446772,0.333433,-0.013881,0.425627,0.307611,-0.000376,0.468451,0.292258,-0.009499,0.492968,0.278027,-0.019968,0.514105,0.263662,-0.027849,0.423241,0.267422,-0.003203,0.469683,0.248516,-0.010479,0.499525,0.234711,-0.021053,0.524008,0.220273,-0.029582,0.413016,0.23259,-0.008077,0.456627,0.211692,-0.016081,0.483733,0.201215,-0.024297,0.506197,0.191168,-0.03033,0.396234,0.196484,-0.014245,0.432111,0.178899,-0.022072,0.455375,0.170581,-0.0263,0.477088,0.162821,-0.029331
hello,Right,0.317283,0.274861,0.0,0.350442,0.33647,-0.007672,0.391781,0.371284,-0.007528,0.429745,0.367566,-0.007823,0.447231,0.330391,-0.008867,0.428493,0.311628,0.003755,0.471166,0.2976,-0.003529,0.495648,0.284346,-0.012988,0.51569,0.271959,-0.020368,0.427382,0.271603,0.000466,0.473985,0.254608,-0.004878,0.503509,0.243867,-0.014673,0.527042,0.233308,-0.022889,0.418473,0.23695,-0.004794,0.46224,0.216737,-0.011026,0.488918,0.209887,-0.019224,0.510563,0.204098,-0.025665,0.402707,0.202058,-0.011235,0.437014,0.184347,-0.017271,0.459092,0.178006,-0.021178,0.479562,0.173615,-0.024478
hello,Right,0.321722,0.274206,0.0,0.355577,0.332314,-0.006806,0.39583,0.364683,-0.006466,0.431639,0.362216,-0.006699,0.449684,0.329843,-0.007798,0.430243,0.309543,0.003933,0.470773,0.29528,-0.003555,0.494433,0.281235,-0.012976,0.515368,0.267362,-0.020267,0.429177,0.2708,0.000323,0.474294,0.254824,-0.005754,0.503508,0.242918,-0.015878,0.527851,0.230645,-0.023934,0.420609,0.236044,-0.005129,0.463024,0.218597,-0.011984,0.489003,0.210985,-0.020011,0.511342,0.203617,-0.025974,0.405208,0.199524,-0.01159,0.439173,0.1845,-0.018123,0.460617,0.179321,-0.02179,0.4814,0.175487,-0.024567
hello,Right,0.320188,0.275917,0.0,0.352665,0.333708,-0.007181,0.394307,0.364883,-0.006067,0.430507,0.362861,-0.00542,0.448386,0.332277,-0.005585,0.4303,0.309191,0.003981,0.471343,0.294712,-0.003459,0.495072,0.280822,-0.012719,0.515935,0.267071,-0.019895,0.428829,0.269912,0.000728,0.474416,0.25358,-0.005634,0.503899,0.241595,-0.015684,0.528098,0.229633,-0.023531,0.41981,0.23475,-0.004482,0.462758,0.21719,-0.01194,0.488876,0.210249,-0.020112,0.511098,0.204273,-0.025998,0.403981,0.1981,-0.010751,0.438031,0.184843,-0.018274,0.459176,0.180866,-0.022478,0.479516,0.179038,-0.025479
hello,Right,0.31722,0.277343,0.0,0.352413,0.340354,-0.006996,0.394101,0.373458,-0.006014,0.432617,0.367854,-0.005513,0.448249,0.328908,-0.005836,0.428742,0.3122,0.005806,0.47101,0.299037,-0.00058,0.494952,0.285131,-0.009659,0.515227,0.272181,-0.01693,0.427228,0.272337,0.002685,0.473907,0.255272,-0.001738,0.503256,0.244189,-0.011497,0.527239,0.233335,-0.019778,0.418052,0.237314,-0.002377,0.461872,0.218197,-0.008164,0.488776,0.210999,-0.016651,0.511405,0.204623,-0.023332,0.402016,0.201553,-0.00853,0.435602,0.183972,-0.014639,0.457059,0.178686,-0.018696,0.477273,0.174933,-0.022035
hello,Right,0.316832,0.279668,0.0,0.351804,0.340167,-0.005774,0.394212,0.372814,-0.005127,0.432161,0.366973,-0.005292,0.448848,0.328647,-0.006512,0.428589,0.314245,0.004759,0.471301,0.29752,-0.002492,0.495581,0.283649,-0.011782,0.516084,0.270557,-0.019146,0.426407,0.275482,0.000305,0.47354,0.257144,-0.00518,0.502502,0.245426,-0.014785,0.526173,0.233805,-0.022817,0.416649,0.240859,-0.005949,0.461586,0.220122,-0.012886,0.48846,0.212433,-0.02095,0.511001,0.205806,-0.027167,0.400815,0.204784,-0.013112,0.435694,0.186628,-0.019859,0.457754,0.180725,-0.02365,0.478742,0.176646,-0.026774
hello,Right,0.318535,0.284814,0.0,0.354352,0.344415,-0.005834,0.394395,0.373559,-0.004678,0.430167,0.369621,-0.004501,0.449544,0.335913,-0.005111,0.428616,0.315776,0.008002,0.469812,0.300106,0.001046,0.493354,0.285266,-0.008534,0.514395,0.271193,-0.016013,0.42722,0.27718,0.004076,0.472999,0.259198,-0.001401,0.502271,0.246651,-0.011805,0.526535,0.234169,-0.020116,0.41846,0.24303,-0.001867,0.461108,0.223416,-0.008506,0.48711,0.215061,-0.016364,0.509673,0.207636,-0.022207,0.402753,0.207255,-0.008842,0.436026,0.192496,-0.015306,0.456583,0.188036,-0.018531,0.47648,0.184806,-0.020934
hello,Right,0.317754,0.286531,0.0,0.353513,0.346143,-0.006564,0.394328,0.375837,-0.005705,0.430912,0.372783,-0.005656,0.451165,0.341203,-0.00635,0.429179,0.316723,0.007234,0.471089,0.300399,0.000366,0.494831,0.286084,-0.009056,0.515848,0.273249,-0.016437,0.427433,0.277744,0.003733,0.473451,0.259886,-0.001556,0.502205,0.247771,-0.01172,0.525946,0.236309,-0.019926,0.418456,0.243343,-0.001822,0.46159,0.224298,-0.008246,0.487744,0.216057,-0.015887,0.510377,0.209156,-0.021681,0.402553,0.20751,-0.008478,0.436543,0.192832,-0.014867,0.45734,0.188603,-0.018044,0.477493,0.186184,-0.020447
hello,Right,0.318832,0.288919,0.0,0.355274,0.348391,-0.006042,0.395963,0.37795,-0.004522,0.432478,0.371726,-0.003889,0.45252,0.341302,-0.003877,0.429774,0.318752,0.009002,0.471738,0.302692,0.002706,0.495212,0.287917,-0.006479,0.516028,0.274833,-0.01373,0.428161,0.279207,0.005543,0.474237,0.261145,0.000746,0.503237,0.248925,-0.009697,0.527402,0.237682,-0.018158,0.419308,0.244755,2.1e-05,0.462462,0.224835,-0.005956,0.48872,0.216003,-0.01403,0.511824,0.20916,-0.0202,0.403528,0.209308,-0.006557,0.43714,0.193898,-0.012637,0.457665,0.189008,-0.016022,0.477896,0.186324,-0.018607
welcome,Right,0.277977,0.606638,1e-06,0.303257,0.60393,-0.053629,0.303805,0.555781,-0.080342,0.271834,0.510059,-0.098938,0.248297,0.463819,-0.117993,0.319836,0.443572,-0.06549,0.331856,0.358149,-0.095963,0.338601,0.302291,-0.114646,0.346183,0.257481,-0.126735,0.286476,0.424661,-0.054171,0.280063,0.330143,-0.087067,0.276313,0.279066,-0.10588,0.282459,0.234933,-0.115153,0.256132,0.435061,-0.047141,0.229404,0.383697,-0.087865,0.229629,0.413772,-0.104115,0.247507,0.438767,-0.107138,0.233188,0.462688,-0.043221,0.215172,0.454159,-0.080164,0.221833,0.490396,-0.093109,0.240778,0.52347,-0.096337
welcome,Right,0.247362,0.711602,1e-06,0.287649,0.684366,-0.049515,0.302613,0.593421,-0.07595,0.265663,0.517225,-0.098318,0.229201,0.46299,-0.119897,0.307557,0.444382,-0.050605,0.331172,0.330447,-0.079022,0.34569,0.255399,-0.09688,0.356287,0.192308,-0.109175,0.260648,0.437077,-0.049257,0.248955,0.294787,-0.08416,0.244933,0.207051,-0.104647,0.239441,0.134182,-0.11426,0.218255,0.466347,-0.052717,0.212236,0.396468,-0.105936,0.235609,0.477541,-0.12082,0.25352,0.535057,-0.117591,0.183177,0.516251,-0.058882,0.190708,0.479359,-0.107184,0.21197,0.547058,-0.115748,0.227068,0.599628,-0.112337
welcome,Right,0.263749,0.65975,0.0,0.297606,0.629384,-0.026692,0.29741,0.567467,-0.045082,0.26459,0.519841,-0.061932,0.239308,0.482142,-0.079403,0.305209,0.4515,-0.041846,0.326881,0.354686,-0.067088,0.34054,0.289746,-0.083415,0.350444,0.234104,-0.094963,0.274298,0.449822,-0.043318,0.256496,0.341223,-0.069794,0.247745,0.299892,-0.081515,0.246476,0.26898,-0.087152,0.246239,0.473666,-0.047148,0.217531,0.429104,-0.078683,0.228077,0.491622,-0.083039,0.246677,0.537979,-0.079158,0.225517,0.51452,-0.052724,0.208034,0.490079,-0.079686,0.21885,0.535285,-0.082248,0.236223,0.570433,-0.078823
welcome,Right,0.224082,0.799182,0.0,0.280752,0.737687,-0.024594,0.301733,0.616723,-0.029846,0.269775,0.53966,-0.036576,0.230958,0.507014,-0.043901,0.302698,0.462536,-0.008116,0.329164,0.338454,-0.018921,0.342449,0.259433,-0.027771,0.352206,0.188936,-0.036144,0.254192,0.46034,-0.01515,0.238344,0.298382,-0.033339,0.227159,0.19867,-0.049693,0.215687,0.115079,-0.059041,0.208663,0.498416,-0.025984,0.207324,0.427591,-0.06606,0.226395,0.515571,-0.082179,0.237631,0.582684,-0.081219,0.172566,0.561871,-0.03787,0.176785,0.501141,-0.073733,0.19704,0.561169,-0.080234,0.212335,0.617097,-0.077183
welcome,Right,0.224665,0.848084,0.0,0.280628,0.780281,-0.028484,0.297821,0.658453,-0.037294,0.266808,0.571911,-0.047633,0.242582,0.518165,-0.05671,0.299297,0.481602,-0.012979,0.32756,0.34367,-0.028556,0.342084,0.264,-0.039727,0.353505,0.191174,-0.048994,0.246961,0.48526,-0.018748,0.228068,0.312664,-0.042473,0.217624,0.21292,-0.060507,0.209019,0.133784,-0.070801,0.199861,0.527673,-0.028794,0.20083,0.450239,-0.073451,0.21916,0.533731,-0.089014,0.228749,0.602034,-0.087384,0.163895,0.59388,-0.040273,0.171988,0.548089,-0.081105,0.192452,0.614547,-0.088866,0.205744,0.673978,-0.085553
welcome,Right,0.225775,0.883977,0.0,0.277066,0.811353,-0.022918,0.294603,0.690167,-0.030014,0.256082,0.612784,-0.039571,0.218745,0.576634,-0.048425,0.29978,0.513116,-0.010906,0.328754,0.37235,-0.026495,0.344437,0.284971,-0.036805,0.353999,0.206416,-0.044742,0.247012,0.511044,-0.01934,0.231121,0.338308,-0.043991,0.21778,0.231796,-0.062256,0.204049,0.146147,-0.071128,0.200006,0.549394,-0.031021,0.196316,0.485037,-0.073909,0.216522,0.568559,-0.089891,0.228367,0.635417,-0.087551,0.164576,0.612659,-0.043859,0.173844,0.585866,-0.08039,0.198835,0.652449,-0.086802,0.216592,0.711929,-0.082281
welcome,Right,0.22765,0.917747,0.0,0.282122,0.850184,-0.026702,0.303261,0.731815,-0.037707,0.259387,0.663036,-0.051317,0.213656,0.634484,-0.064682,0.304005,0.543015,-0.017345,0.330873,0.397043,-0.037489,0.347035,0.308962,-0.050096,0.355855,0.231047,-0.058926,0.249438,0.542428,-0.027073,0.231596,0.36409,-0.056573,0.21643,0.255845,-0.076624,0.200746,0.167498,-0.085465,0.201222,0.585716,-0.040367,0.194549,0.526414,-0.08868,0.214508,0.623553,-0.103548,0.228878,0.69253,-0.098333,0.162625,0.65405,-0.054972,0.167155,0.61833,-0.092669,0.192355,0.692439,-0.095315,0.213176,0.752995,-0.087344
